tag,name,date,start_timestamp,stop_timestamp,seconds,sport_name,distance,path
2,polar_51174186_2021-03-12-11-59-15_Running.csv,2021-03-12,1615521555,1615522686,1131,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/2/polar_51174186_2021-03-12-11-59-15_Running.csv
4,polar_44158042_2021-03-12-12-05-13_Treadmill running.csv,2021-03-12,1615521913,1615522734,821,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/4/polar_44158042_2021-03-12-12-05-13_Treadmill running.csv
3,polar_50729858_2021-03-12-14-44-35_Treadmill running.csv,2021-03-12,1615531475,1615532262,787,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/3/polar_50729858_2021-03-12-14-44-35_Treadmill running.csv
6,polar_51174262_2021-03-12-14-46-03_Running.csv,2021-03-12,1615531563,1615532368,805,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/6/polar_51174262_2021-03-12-14-46-03_Running.csv
7,polar_51174222_2021-03-12-14-47-13_Treadmill running.csv,2021-03-12,1615531633,1615532369,736,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/7/polar_51174222_2021-03-12-14-47-13_Treadmill running.csv
1,polar_51174102_2021-03-12-14-48-31_Running.csv,2021-03-12,1615531711,1615532442,731,Running,0.10,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/1/polar_51174102_2021-03-12-14-48-31_Running.csv
5,polar_51174246_2021-03-12-14-51-23_Running.csv,2021-03-12,1615531883,1615532619,736,Running,0.06,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/5/polar_51174246_2021-03-12-14-51-23_Running.csv
1,polar_51174102_2021-03-12-15-03-18_Running.csv,2021-03-12,1615532598,1615533339,741,Running,0.13,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/1/polar_51174102_2021-03-12-15-03-18_Running.csv
3,polar_50729858_2021-03-12-15-04-31_Treadmill running.csv,2021-03-12,1615532671,1615533451,780,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/3/polar_50729858_2021-03-12-15-04-31_Treadmill running.csv
7,polar_51174222_2021-03-12-15-04-48_Treadmill running.csv,2021-03-12,1615532688,1615533437,749,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/7/polar_51174222_2021-03-12-15-04-48_Treadmill running.csv
5,polar_51174246_2021-03-12-15-05-20_Running.csv,2021-03-12,1615532720,1615533455,735,Running,0.04,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/5/polar_51174246_2021-03-12-15-05-20_Running.csv
1,polar_51174102_2021-03-12-15-18-08_Running.csv,2021-03-12,1615533488,1615534224,736,Running,0.01,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/1/polar_51174102_2021-03-12-15-18-08_Running.csv
5,polar_51174246_2021-03-12-15-22-54_Running.csv,2021-03-12,1615533774,1615534596,822,Running,0.06,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/5/polar_51174246_2021-03-12-15-22-54_Running.csv
7,polar_51174222_2021-03-12-15-23-15_Treadmill running.csv,2021-03-12,1615533795,1615534591,796,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/7/polar_51174222_2021-03-12-15-23-15_Treadmill running.csv
3,polar_50729858_2021-03-12-15-23-28_Treadmill running.csv,2021-03-12,1615533808,1615534586,778,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/3/polar_50729858_2021-03-12-15-23-28_Treadmill running.csv
7,polar_51174222_2021-03-12-16-10-28_Treadmill running.csv,2021-03-12,1615536628,1615537092,464,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/7/polar_51174222_2021-03-12-16-10-28_Treadmill running.csv
5,polar_51174246_2021-03-12-16-10-47_Running.csv,2021-03-12,1615536647,1615537514,867,Running,0.03,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/5/polar_51174246_2021-03-12-16-10-47_Running.csv
1,polar_51174102_2021-03-12-16-12-45_Running.csv,2021-03-12,1615536765,1615537550,785,Running,0.21,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/1/polar_51174102_2021-03-12-16-12-45_Running.csv
3,polar_50729858_2021-03-12-16-13-40_Treadmill running.csv,2021-03-12,1615536820,1615537830,1010,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/3/polar_50729858_2021-03-12-16-13-40_Treadmill running.csv
7,polar_51174222_2021-03-12-16-18-33_Treadmill running.csv,2021-03-12,1615537113,1615537530,417,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/7/polar_51174222_2021-03-12-16-18-33_Treadmill running.csv
1,polar_51174102_2021-03-12-16-26-25_Running.csv,2021-03-12,1615537585,1615538400,815,Running,0.06,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/1/polar_51174102_2021-03-12-16-26-25_Running.csv
7,polar_51174222_2021-03-12-16-27-57_Treadmill running.csv,2021-03-12,1615537677,1615538397,720,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/7/polar_51174222_2021-03-12-16-27-57_Treadmill running.csv
3,polar_50729858_2021-03-12-16-31-03_Treadmill running.csv,2021-03-12,1615537863,1615538755,892,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/3/polar_50729858_2021-03-12-16-31-03_Treadmill running.csv
1,polar_51174102_2021-03-12-16-40-27_Running.csv,2021-03-12,1615538427,1615539255,828,Running,0.07,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/1/polar_51174102_2021-03-12-16-40-27_Running.csv
7,polar_51174222_2021-03-12-16-41-38_Treadmill running.csv,2021-03-12,1615538498,1615538530,32,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/7/polar_51174222_2021-03-12-16-41-38_Treadmill running.csv
4,polar_44158042_2021-03-12-17-17-07_Treadmill running.csv,2021-03-12,1615540627,1615541546,919,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/4/polar_44158042_2021-03-12-17-17-07_Treadmill running.csv
2,polar_51174186_2021-03-12-17-19-32_Running.csv,2021-03-12,1615540772,1615541831,1059,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/2/polar_51174186_2021-03-12-17-19-32_Running.csv
4,polar_44158042_2021-03-12-17-32-53_Treadmill running.csv,2021-03-12,1615541573,1615542685,1112,Treadmill running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.12/4/polar_44158042_2021-03-12-17-32-53_Treadmill running.csv
4,polar_44158042_2021-03-17-12-53-18_Running.csv,2021-03-17,1615956798,1615958731,1933,Running,0.00,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.17/4/polar_44158042_2021-03-17-12-53-18_Running.csv
1,polar_51174102_2021-03-22-15-43-51_Running.csv,2021-03-22,1616399031,1616399724,693,Running,1.08,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.22/1/polar_51174102_2021-03-22-15-43-51_Running.csv
4,polar_44158042_2021-03-22-15-45-41_Walking.csv,2021-03-22,1616399141,1616400015,874,Walking,1.20,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.22/4/polar_44158042_2021-03-22-15-45-41_Walking.csv
1,polar_51174102_2021-03-22-15-56-21_Cycling.csv,2021-03-22,1616399781,1616400399,618,Cycling,1.08,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.22/1/polar_51174102_2021-03-22-15-56-21_Cycling.csv
4,polar_44158042_2021-03-22-16-01-08_Running.csv,2021-03-22,1616400068,1616400631,563,Running,1.15,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.22/4/polar_44158042_2021-03-22-16-01-08_Running.csv
1,polar_51174102_2021-03-22-16-07-33_Running.csv,2021-03-22,1616400453,1616400994,541,Running,0.91,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.22/1/polar_51174102_2021-03-22-16-07-33_Running.csv
1,polar_51174102_2021-03-22-16-17-00_Cycling.csv,2021-03-22,1616401020,1616401736,716,Cycling,1.17,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.22/1/polar_51174102_2021-03-22-16-17-00_Cycling.csv
1,polar_51174102_2021-03-22-16-29-31_Walking.csv,2021-03-22,1616401771,1616402416,645,Walking,1.07,/home/mi/data/new-sensor-bucket/libai/heartrate/polar_cleaned/2021.03.22/1/polar_51174102_2021-03-22-16-29-31_Walking.csv
